geneid;symbol;diseaseid;disease_name;score;association_type;original_source;sentence;pmid;pmid_year
1576;CYP3A4;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Two epidemiologic studies of breast cancer and five of <span class=""disease"" id=""15496535-7-55-70"">prostate cancer</span> examined <span class=""gene"" id=""15496535-7-80-86"">CYP3A4</span> genotypes.";15496535;2004
23671;TMEFF2;C0376358;Malignant neoplasm of prostate;0,37;Biomarker;CTD_human;"Expression of <span class=""gene"" id=""23405127-2-14-20"">TMEFF2</span> is deregulated in <span class=""disease"" id=""23405127-2-39-54"">prostate cancer</span>, suggesting a role in this disease, but the molecular mechanism(s) involved in this effect are not clear.";23405127;2013
4502;MT2A;C0376358;Malignant neoplasm of prostate;0,33;Biomarker;CTD_human;Metallothionein isoform II expression in hyperplastic, dysplastic and neoplastic prostatic lesions.;16574721;2006
858;CAV2;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Analysis of candidate genes for prostate cancer.;15583422;2005
6528;SLC5A5;C0376358;Malignant neoplasm of prostate;0,4;Therapeutic;CTD_human;"We have recently developed a replication-deficient adenovirus carrying the human <span class=""gene"" id=""14633711-3-81-84"">NIS</span> cDNA linked to a composite probasin promoter, ARR(2)PB, aiming toward specific expression of the human NIS gene (h-NIS) in prostate tissue for targeted radioactive iodide therapy of <span class=""disease"" id=""14633711-3-267-282"">prostate cancer</span> (<span class=""disease"" id=""14633711-3-284-292"">Ad-ARR(2</span>)PB/h<span class=""gene"" id=""14633711-3-297-300"">NIS</span>).";14633711;2004
196;AHR;C0376358;Malignant neoplasm of prostate;0,37;Biomarker;CTD_human;"This phenomenon could be ligand independent, as the <span class=""gene"" id=""20140206-7-52-55"">AhR</span> ligand 2,3,7,8-Tetrachlorodibenzo-p-Dioxin (TCDD) did not alter <span class=""disease"" id=""20140206-7-120-135"">prostate cancer</span> cell growth.";20140206;2010
43;ACHE;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;"Amphiphilic dimers and monomers and hydrophilic dimers of <span class=""gene"" id=""20356562-7-58-62"">AChE</span> were identified in BHP and <span class=""disease"" id=""20356562-7-90-92"">PC</span> tissues.";20356562;2010
2264;FGFR4;C0376358;Malignant neoplasm of prostate;0,6;Biomarker;CTD_human;"The <span class=""gene"" id=""15448004-10-4-10"">FGFR-4</span> Arg388 allele is associated with both an increased incidence and clinical aggressiveness of <span class=""disease"" id=""15448004-10-103-118"">prostate cancer</span> and results in changes in cellular motility and invasiveness in immortalized prostate epithelial cells consistent with the promotion of metastasis.";15448004;2005
367;AR;C0376358;Malignant neoplasm of prostate;0,7;Therapeutic;CTD_human;"New experimental therapies for <span class=""disease"" id=""12237244-12-31-46"">prostate cancer</span> are aimed to down-regulate <span class=""gene"" id=""12237244-12-74-76"">AR</span> expression and to overcome difficulties which occur because of the acquisition of agonistic properties of commonly used antiandrogens.";12237244;2003
2115;ETV1;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;Integrative molecular concept modeling of prostate cancer progression.;17173048;2007
4846;NOS3;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"The involvement of <span class=""gene"" id=""12445681-1-19-52"">endothelial nitric oxide synthase</span> (<span class=""gene"" id=""12445681-1-54-59"">ecNOS</span>) gene polymorphisms (ecNOS4a/b and Glu-Asp298) on the shedding of tumor cells in the blood of 61 patients with <span class=""disease"" id=""12445681-1-171-186"">prostate cancer</span> (<span class=""disease"" id=""12445681-1-188-191"">PCa</span>), was analyzed.";12445681;2003
3569;IL6;C0376358;Malignant neoplasm of prostate;0,4;Therapeutic;CTD_human;"This study demonstrated the <span class=""gene"" id=""25970160-12-28-31"">IL6</span>-Stat3-AR axis in <span class=""disease"" id=""25970160-12-49-64"">prostate cancer</span> is one of the crucial mechanisms of enzalutamide resistance.";25970160;2015
2264;FGFR4;C0376358;Malignant neoplasm of prostate;0,6;GeneticVariation;UNIPROT;"<span class=""gene"" id=""21349172-0-0-5"">FGFR4</span> Gly388Arg polymorphism contributes to <span class=""disease"" id=""21349172-0-44-59"">prostate cancer</span> development and progression: a meta-analysis of 2618 cases and 2305 controls.";21349172;2011
3586;IL10;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"These data demonstrate genotypes correlated with low <span class=""gene"" id=""17999153-8-53-58"">IL-10</span> production are associated with increased risk of <span class=""disease"" id=""17999153-8-108-123"">prostate cancer</span> and with high-grade disease in this population.";17999153;2008
4804;NGFR;C0376358;Malignant neoplasm of prostate;0,34;Therapeutic;CTD_human;The aryl propionic acid R-flurbiprofen selectively induces p75NTR-dependent decreased survival of prostate tumor cells.;17409433;2007
3952;LEP;C0376358;Malignant neoplasm of prostate;0,37;Biomarker;CTD_human;"We found an overrepresentation of the <span class=""gene"" id=""15042602-4-38-46"">A-allele</span> in <span class=""disease"" id=""15042602-4-50-52"">PC</span> patients and that there is a significantly higher risk for <span class=""disease"" id=""15042602-4-112-114"">PC</span> among A carriers (OR = 1.60; confidence interval (CI), 1.13-2.28, P = 0.008).";15042602;2004
4846;NOS3;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Outcome in <span class=""disease"" id=""12429631-0-11-26"">prostate cancer</span>: association with <span class=""gene"" id=""12429631-0-45-78"">endothelial nitric oxide synthase</span> Glu-Asp298 polymorphism at exon 7.";12429631;2003
4477;MSMB;C0376358;Malignant neoplasm of prostate;0,6;Biomarker;CTD_human;"Loci on chromosome 10 include <span class=""gene"" id=""18264096-4-30-34"">MSMB</span>, which encodes <span class=""gene"" id=""18264096-4-50-73"">beta-microseminoprotein</span>, a primary constituent of semen and a proposed <span class=""disease"" id=""18264096-4-121-136"">prostate cancer</span> biomarker, and CTBP2, a gene with antiapoptotic activity; the locus on chromosome 7 is at JAZF1, a transcriptional repressor that is fused by chromosome translocation to SUZ12 in endometrial cancer.";18264096;2008
5172;SLC26A4;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Identification of genes potentially involved in the acquisition of androgen-independent and metastatic tumor growth in an autochthonous genetically engineered mouse prostate cancer model.;17013881;2007
3606;IL18;C0376358;Malignant neoplasm of prostate;0,36;Biomarker;CTD_human;"Genetic polymorphisms of the <span class=""gene"" id=""17688413-0-29-43"">interleukin-18</span> gene and risk of <span class=""disease"" id=""17688413-0-61-76"">prostate cancer</span>.";17688413;2007
3292;HSD17B1;C0376358;Malignant neoplasm of prostate;0,34;Biomarker;CTD_human;"Our results provide suggestive findings for an association with either familial or sporadic <span class=""disease"" id=""17507624-8-92-107"">prostate cancer</span> with polymorphisms in four genes: AKR1C3, <span class=""gene"" id=""17507624-8-150-157"">HSD17B1</span>, NQO1, and GSTT1.";17507624;2007
367;AR;C0376358;Malignant neoplasm of prostate;0,7;GeneticVariation;UNIPROT;"One of the most interesting but still unsolved issues in <span class=""disease"" id=""7511268-1-57-72"">prostate cancer</span> is the role of androgens, the <span class=""gene"" id=""7511268-1-103-120"">androgen receptor</span> (<span class=""gene"" id=""7511268-1-122-124"">AR</span>) and the p53 tumor suppressor gene in the development and/or progression of prostatic neoplasia.";7511268;1994
23635;SSBP2;C0376358;Malignant neoplasm of prostate;0,31;Biomarker;CTD_human;"Furthermore, we found that expression of <span class=""gene"" id=""18559593-6-41-46"">SSBP2</span> was down-regulated in primary <span class=""disease"" id=""18559593-6-77-93"">prostate cancers</span> and cancer cell lines.";18559593;2008
367;AR;C0376358;Malignant neoplasm of prostate;0,7;GeneticVariation;UNIPROT;Structural basis for accommodation of nonsteroidal ligands in the androgen receptor.;16129672;2006
2690;GHR;C0376358;Malignant neoplasm of prostate;0,34;Biomarker;CTD_human;"These results suggest that whereas genetic variation in the <span class=""gene"" id=""17220348-6-60-63"">GHR</span> gene does not seem to play a major role in <span class=""disease"" id=""17220348-6-107-122"">prostate cancer</span> etiology, one haplotype in the 3' region may be potentially relevant to cases with later onset of <span class=""disease"" id=""17220348-6-221-236"">prostate cancer</span>.";17220348;2007
10863;ADAM28;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Sequencing of prostate cancers identifies new cancer genes, routes of progression and drug targets.;29662167;2018
2078;ERG;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Our findings reveal that <span class=""disease"" id=""27223260-9-25-28"">PCa</span>-associated <span class=""gene"" id=""27223260-9-40-43"">ERG</span> can interact and co-occupy with BRD4 in the genome, and suggest this druggable interaction is critical for <span class=""gene"" id=""27223260-9-151-154"">ERG</span>-mediated cell invasion and <span class=""disease"" id=""27223260-9-182-185"">PCa</span> progression.";27223260;2016
1586;CYP17A1;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Polymorphisms of three xenobiotic genes (<span class=""gene"" id=""15538743-3-41-46"">CYP17</span>, GSTP1, PON1) were characterized in 384 patients with untreated <span class=""disease"" id=""15538743-3-111-114"">PCa</span> and 360 age-matched control patients with benign prostatic hyperplasia (BPH).";15538743;2005
675;BRCA2;C0376358;Malignant neoplasm of prostate;0,7;Biomarker;GENOMICS_ENGLAND;;;
5100;PCDH8;C0376358;Malignant neoplasm of prostate;0,31;Biomarker;CTD_human;Microarray comparison of prostate tumor gene expression in African-American and Caucasian American males: a pilot project study.;19208208;2010
3482;IGF2R;C0376358;Malignant neoplasm of prostate;0,33;Biomarker;CTD_human;The long tail of oncogenic drivers in prostate cancer.;29610475;2018
55577;NAGK;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Identification of genes potentially involved in the acquisition of androgen-independent and metastatic tumor growth in an autochthonous genetically engineered mouse prostate cancer model.;17013881;2007
6462;SHBG;C0376358;Malignant neoplasm of prostate;0,38;Biomarker;CTD_human;"Using DNA extracted from blood specimens, we initially genotyped 14 single nucleotide polymorphisms in genes involved in hormone regulation or metabolism (AKR1C3, CYP1A1, CYP1B1, CYP3A4, ESR1, GNRH1, HSD173B, HSD3B2, <span class=""gene"" id=""17220347-3-217-221"">SHBG</span>, and SRD5A2) in 488 <span class=""disease"" id=""17220347-3-242-257"">prostate cancer</span> cases and 617 matched controls.";17220347;2007
7431;VIM;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;The bromodomain protein BRD4 regulates the KEAP1/NRF2-dependent oxidative stress response.;24763052;2015
354;KLK3;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Although systemic androgen deprivation prolongs life in advanced <span class=""disease"" id=""18676866-1-65-80"">prostate cancer</span>, remissions are temporary because patients almost uniformly progress to a state of a castration-resistant prostate cancer (CRPC) as indicated by recurring <span class=""gene"" id=""18676866-1-236-239"">PSA</span>.";18676866;2008
7298;TYMS;C0376358;Malignant neoplasm of prostate;0,31;Biomarker;CTD_human;"Expression of <span class=""gene"" id=""15999119-0-14-34"">thymidylate synthase</span>, dihydropyrimidine dehydrogenase, thymidine phosphorylase, and orotate phosphoribosyl transferase in <span class=""disease"" id=""15999119-0-136-151"">prostate cancer</span>.";15999119;2005
5273;SERPINB10;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;"A case-control study involving 292 <span class=""disease"" id=""16172807-4-35-50"">prostate-cancer</span> patients and 384 controls revealed significant differences in regard to distribution of four missense variations in genes encoding plasminogen activator inhibitor 2 (PAI2) and <span class=""gene"" id=""16172807-4-227-236"">SERPINB10</span>.";16172807;2006
5444;PON1;C0376358;Malignant neoplasm of prostate;0,34;Biomarker;CTD_human;"Association of CYP17, GSTP1, and <span class=""gene"" id=""15538743-0-33-37"">PON1</span> polymorphisms with the risk of <span class=""disease"" id=""15538743-0-69-84"">prostate cancer</span>.";15538743;2005
1571;CYP2E1;C0376358;Malignant neoplasm of prostate;0,31;Biomarker;CTD_human;"Association between <span class=""gene"" id=""12771559-0-20-26"">CYP2E1</span> polymorphisms and susceptibility to <span class=""disease"" id=""12771559-0-63-78"">prostate cancer</span>.";12771559;2004
3586;IL10;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Odds ratios for the association between the <span class=""gene"" id=""17999153-5-44-49"">IL-10</span> genotypes and risk of <span class=""disease"" id=""17999153-5-72-87"">prostate cancer</span> or, among cases only, high-grade disease were calculated using logistic regression.";17999153;2008
2100;ESR2;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;Regulation and expression of human CYP7B1 in prostate: overexpression of CYP7B1 during progression of prostatic adenocarcinoma.;17639508;2007
55312;RFK;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;"We investigated the involvement of <span class=""gene"" id=""21308351-3-35-38"">RFK</span> in cisplatin resistance using human <span class=""disease"" id=""21308351-3-75-90"">prostate cancer</span> PC3 cells.";21308351;2011
10;NAT2;C0376358;Malignant neoplasm of prostate;0,38;Biomarker;CTD_human;"Genetic polymorphism of the <span class=""gene"" id=""16083506-0-28-49"">N-acetyltransferase 2</span> gene, and susceptibility to <span class=""disease"" id=""16083506-0-78-93"">prostate cancer</span>: a pilot study in north Indian population.";16083506;2006
6594;SMARCA1;C0376358;Malignant neoplasm of prostate;0,34;Biomarker;CTD_human;The long tail of oncogenic drivers in prostate cancer.;29610475;2018
